,Date,High,Low,Open,Close,Volume,Adj Close,Ticker,Security,Sector,1_Day_Close_Change,1_Week_Close_Change,1_Month_Close_Change,1_Day_Volume_Change,1_Week_Volume_Change,1_Month_Volume_Change,Day_Class,Month_Class,Week_Class
0,2009-12-31,18.100000381469727,17.790000915527344,17.860000610351562,17.81999969482422,249200,17.81999969482422,ALGN,Align Technology,health_care,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
1,2010-01-01,18.5,18.049999237060547,18.049999237060547,18.5,374200,18.5,ALGN,Align Technology,health_care,0.03815938927166673,0.0,0.0,0.5016051364365972,0.0,0.0,1,1,1
2,2010-01-02,18.5,18.049999237060547,18.049999237060547,18.5,374200,18.5,ALGN,Align Technology,health_care,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
3,2010-01-03,18.5,18.049999237060547,18.049999237060547,18.5,374200,18.5,ALGN,Align Technology,health_care,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
4,2010-01-04,18.5,18.049999237060547,18.049999237060547,18.5,374200,18.5,ALGN,Align Technology,health_care,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
5,2010-01-05,18.5,17.700000762939453,18.5,18.010000228881836,431900,18.010000228881836,ALGN,Align Technology,health_care,-0.02648647411449534,0.0,0.0,0.15419561731694276,0.0,0.0,0,1,1
6,2010-01-06,17.969999313354492,17.370000839233402,17.969999313354492,17.479999542236328,667000,17.479999542236328,ALGN,Align Technology,health_care,-0.029428133254299937,0.0,0.0,0.5443389673535541,0.0,0.0,0,1,1
7,2010-01-07,17.489999771118164,16.950000762939453,17.489999771118164,17.430000305175778,450000,17.430000305175778,ALGN,Align Technology,health_care,-0.00286036832779879,-0.02188548800939183,0.0,-0.32533733133433285,0.8057784911717496,0.0,0,1,0
8,2010-01-08,17.799999237060547,17.049999237060547,17.40999984741211,17.65999984741211,675200,17.65999984741211,ALGN,Align Technology,health_care,0.013195613207650503,-0.04540541365339945,0.0,0.5004444444444445,0.8043826830571887,0.0,1,1,0
9,2010-01-09,17.760000228881836,17.260000228881836,17.260000228881836,17.540000915527347,440800,17.540000915527347,ALGN,Align Technology,health_care,-0.006794956564076471,-0.05189184240392719,0.0,-0.34715639810426535,0.17797969000534475,0.0,0,1,0
10,2010-01-10,17.760000228881836,17.260000228881836,17.260000228881836,17.540000915527347,440800,17.540000915527347,ALGN,Align Technology,health_care,0.0,-0.05189184240392719,0.0,0.0,0.17797969000534475,0.0,1,1,0
11,2010-01-11,17.760000228881836,17.260000228881836,17.260000228881836,17.540000915527347,440800,17.540000915527347,ALGN,Align Technology,health_care,0.0,-0.05189184240392719,0.0,0.0,0.17797969000534475,0.0,1,1,0
12,2010-01-12,17.610000610351562,17.110000610351562,17.379999160766598,17.229999542236328,317300,17.229999542236328,ALGN,Align Technology,health_care,-0.017673965627709287,-0.043309310201709805,0.0,-0.2801724137931034,-0.26533919888863167,0.0,0,1,0
13,2010-01-13,17.700000762939453,17.120000839233402,17.229999542236328,17.579999923706055,296800,17.579999923706055,ALGN,Align Technology,health_care,0.020313429528060256,0.005720845771654659,0.0,-0.06460762685156007,-0.5550224887556222,0.0,1,1,1
14,2010-01-14,17.510000228881836,17.049999237060547,17.479999542236328,17.129999160766598,379000,17.129999160766598,ALGN,Align Technology,health_care,-0.025597313133809863,-0.01721176931477708,0.0,0.27695417789757415,-0.1577777777777778,0.0,0,1,0
15,2010-01-15,17.219999313354492,16.469999313354492,17.219999313354492,16.930000305175778,706500,16.930000305175778,ALGN,Align Technology,health_care,-0.01167535699878397,-0.041336327777109605,0.0,0.8641160949868074,0.04635663507109,0.0,0,1,0
