,Unnamed: 0,Unnamed: 0.1,Date,High,Low,Open,Close,Volume,Adj Close,Ticker,Security,Sector,1_Day_Close_Change,1_Week_Close_Change,1_Month_Close_Change,1_Day_Volume_Change,1_Week_Volume_Change,1_Month_Volume_Change,Day_Class,Month_Class,Week_Class
0,2060,2060,2015-08-26,5.670000076293945,5.03000020980835,5.139999866485597,5.1599998474121085,320300506.0,4.696215152740479,600019.SS,"Baoshan Iron & Steel Co., Ltd.",shanghai,-0.0618182095614348,-0.3110814412425831,-0.2286995809748961,1.6615968437350377,1.0550794821426033,0.7642998785515829,0,0,0
1,4784,1028,2015-07-01,17.280000686645508,15.0,16.5,15.25,18641726.0,13.950276374816895,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.08298251535828605,-0.2703349149117158,-0.1588526913447924,-0.3156537995795772,0.03413350880909749,-0.3901284282388625,0,0,0
2,4785,1029,2015-07-02,15.420000076293945,13.729999542236328,15.1899995803833,13.729999542236328,18619772.0,12.559822082519533,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.09967216116483092,-0.29517454492403405,-0.2677333577473958,-0.0011776806503861481,0.485961719497429,-0.6537296083853359,0,0,0
3,4786,1030,2015-07-03,14.100000381469727,12.359999656677244,13.0,12.359999656677244,20292720.0,11.306584358215332,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.09978149535582136,-0.29492303636398665,-0.3823088698001518,0.08984793154287818,0.3141243474213751,-0.5656881870821862,0,0,0
4,4787,1031,2015-07-04,13.600000381469727,11.119999885559082,13.600000381469727,11.119999885559082,24094905.0,10.172266960144043,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.10032360886420233,-0.2953105149726569,-0.4265084973908966,0.1873669473584616,0.21454455987241872,-0.3559325925669116,0,0,0
5,4790,1034,2015-07-07,10.600000381469727,10.010000228881836,10.600000381469727,10.010000228881836,14579489.0,9.156869888305664,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.09982011403783744,-0.3980757225473965,-0.5180548864581189,-0.3949140285051964,-0.464780358791812,-0.6593088428717971,0,0,0
6,4791,1035,2015-07-08,9.010000228881836,9.010000228881836,9.010000228881836,9.010000228881836,4560100.0,8.242097854614258,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.0999000976158524,-0.4091803128602075,-0.5662012503464359,-0.6872249775009261,-0.7553820928383992,-0.8934403156639908,0,0,0
7,4792,1036,2015-07-09,9.90999984741211,8.149999618530272,8.149999618530272,9.90999984741211,24780754.0,9.06539249420166,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,0.09988896733268617,-0.2782228566776792,-0.503258172008613,4.434256704896822,0.33088385829858713,0.07224398303586832,1,0,0
8,4836,1080,2015-08-22,11.470000267028807,10.890000343322754,11.470000267028807,10.890000343322754,7157700.0,10.088075637817383,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.09999999999999998,-0.2576686921140171,-0.2292993450019063,-0.3490837774657145,-0.6207518573102507,-0.6738226511546538,0,0,0
9,4839,1083,2015-08-25,10.140000343322754,9.800000190734863,9.800000190734863,9.800000190734863,18666406.0,9.078341484069824,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.10009183822076084,-0.25813776211695194,-0.2038992805298369,1.6078776702013218,-0.1987800741204596,-0.05761894171990145,0,0,0
10,4840,1084,2015-08-26,10.149999618530273,8.819999694824219,9.800000190734863,8.84000015258789,26791824.0,8.189034461975098,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,-0.09795918565946338,-0.34760147393706675,-0.28188465871204704,0.4352963286023031,0.8219723061382413,0.3525960730937785,0,0,0
11,4841,1085,2015-08-27,9.390000343322754,8.270000457763674,9.100000381469727,9.220000267028807,23275353.0,8.54105281829834,603167.SS,"Bohai Ferry Group Co., Ltd.",shanghai,0.042986437543179434,-0.2929447627299981,-0.24115221757150096,-0.13125164602454842,0.7433338434052309,0.0057655527130475726,1,0,0
