,Unnamed: 0,Unnamed: 0.1,Date,High,Low,Open,Close,Volume,Adj Close,Ticker,Security,Sector,1_Day_Close_Change,1_Week_Close_Change,1_Month_Close_Change,1_Day_Volume_Change,1_Week_Volume_Change,1_Month_Volume_Change,Day_Class,Month_Class,Week_Class
0,8902,639,2011-10-01,5.5900001525878915,4.53000020980835,5.440000057220459,4.630000114440918,13467600.0,4.435473442077637,AAL,American Airlines Group,industrials,-0.15818179737437854,-0.27993775458043624,-0.12476367715906732,0.5976748324337149,0.7827963252230548,1.0169834209462192,0,0,0
1,56254,2813,2017-09-13,116.75,98.04000091552734,116.5500030517578,98.98999786376952,17508900.0,97.70738220214844,EFX,Equifax Inc.,industrials,-0.14634357842949886,-0.2998797772749913,-0.3068412607236777,1.5232234727846552,37.710811408357294,44.27773467804499,0,0,0
2,56255,2814,2017-09-14,100.75,89.58999633789062,98.69000244140624,96.66000366210938,34582400.0,95.4075698852539,EFX,Equifax Inc.,industrials,-0.023537673016890914,-0.3227298007611861,-0.3234882393698958,0.9751326468253289,65.69701060752169,72.8940170940171,0,0,0
3,128547,2737,2018-07-26,23.1200008392334,20.530000686645508,22.56999969482422,22.11000061035156,38170800.0,21.81361961364746,NLSN,Nielsen Holdings,industrials,-0.25228269061424513,-0.2765052029862741,-0.27053774332146385,12.241336247268189,15.376694697099705,12.88938214103777,0,0,0
4,128548,2738,2018-07-27,22.60000038146973,21.26000022888184,22.07999992370605,22.36000061035156,13037900.0,22.06026840209961,NLSN,Nielsen Holdings,industrials,0.011307100547204518,-0.2514228328717576,-0.258620665667206,-0.6584326238905132,2.454663487016428,6.210430262139144,1,0,0
5,143668,2115,2015-10-16,23.059999465942386,18.51000022888184,23.059999465942386,18.739999771118164,24408600.0,18.739999771118164,PWR,Quanta Services Inc.,industrials,-0.2850057067640217,-0.2930969592862732,-0.2482952450174057,10.547807162795099,9.968185494742519,10.109968138370505,0,0,0
6,143669,2116,2015-10-17,19.43000030517578,18.459999084472656,18.5,19.309999465942386,13030000.0,19.309999465942386,PWR,Quanta Services Inc.,industrials,0.030416206071821824,-0.26522073967239324,-0.21948263360595646,-0.4661717591340757,7.2120123526816675,3.0893826695540283,1,0,0
7,143674,2121,2015-10-22,19.729999542236328,18.96999931335449,19.559999465942386,19.31999969482422,5198100.0,19.31999969482422,PWR,Quanta Services Inc.,industrials,-0.0117646829264485,-0.2628767504890992,-0.21013898536534847,0.2992651469706058,1.4592420873350052,1.0387104365219442,0,0,0
8,180860,583,2011-08-06,18.200000762939453,16.329999923706055,17.850000381469727,16.379999160766598,12012900.0,16.10306167602539,TXT,Textron Inc.,industrials,-0.11888117125774422,-0.2644814178683021,-0.3017902898552141,0.11692839809210342,0.5387344690662226,1.5306298714977882,0,0,0
9,196993,581,2011-08-04,20.0,17.370000839233402,20.0,17.440000534057614,6877000.0,17.440000534057614,URI,"United Rentals, Inc.",industrials,-0.14926826663133594,-0.25053716411771576,-0.3253384805920826,1.1525604106673346,2.169854805254667,4.05922165820643,0,0,0
