,Date,High,Low,Open,Close,Volume,Adj Close,Ticker,Security,Sector,1_Day_Close_Change,1_Week_Close_Change,1_Month_Close_Change,1_Day_Volume_Change,1_Week_Volume_Change,1_Month_Volume_Change,Day_Class,Month_Class,Week_Class
0,2009-12-31,35.68000030517578,34.970001220703125,35.66999816894531,34.990001678466804,1434000,34.990001678466804,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
1,2010-01-01,35.84000015258789,34.650001525878906,35.61000061035156,34.90999984741211,3433800,34.90999984741211,URBN,Urban Outfitters,consumer_discretionary,-0.002286419754701785,0.0,0.0,1.3945606694560668,0.0,0.0,0,1,1
2,2010-01-02,35.84000015258789,34.650001525878906,35.61000061035156,34.90999984741211,3433800,34.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
3,2010-01-03,35.84000015258789,34.650001525878906,35.61000061035156,34.90999984741211,3433800,34.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
4,2010-01-04,35.84000015258789,34.650001525878906,35.61000061035156,34.90999984741211,3433800,34.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
5,2010-01-05,36.22999954223633,34.81999969482422,34.990001678466804,35.560001373291016,3958600,35.560001373291016,URBN,Urban Outfitters,consumer_discretionary,0.018619350579203386,0.0,0.0,0.1528335954336304,0.0,0.0,1,1,1
6,2010-01-06,35.560001373291016,34.77000045776367,35.27000045776367,35.279998779296875,3294600,35.279998779296875,URBN,Urban Outfitters,consumer_discretionary,-0.007874088390909084,0.0,0.0,-0.16773606830697718,0.0,0.0,0,1,1
7,2010-01-07,34.990001678466804,33.799999237060554,34.970001220703125,34.080001831054695,5854700,34.080001831054695,URBN,Urban Outfitters,consumer_discretionary,-0.034013520117987306,-0.026007425086010616,0.0,0.7770594305833789,3.082775453277545,0.0,0,1,0
8,2010-01-08,34.389999389648445,33.72999954223633,34.02000045776367,34.009998321533196,2945300,34.009998321533196,URBN,Urban Outfitters,consumer_discretionary,-0.002054093478883301,-0.025780622452383994,0.0,-0.4969340871436624,-0.14226221678606787,0.0,0,1,0
9,2010-01-09,34.110000610351555,33.540000915527344,33.950000762939446,33.81999969482422,2340100,33.81999969482422,URBN,Urban Outfitters,consumer_discretionary,-0.005586552075443119,-0.031223149737959477,0.0,-0.2054799171561471,-0.31851010542256397,0.0,0,1,0
10,2010-01-10,34.110000610351555,33.540000915527344,33.950000762939446,33.81999969482422,2340100,33.81999969482422,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.031223149737959477,0.0,0.0,-0.31851010542256397,0.0,1,1,0
11,2010-01-11,34.110000610351555,33.540000915527344,33.950000762939446,33.81999969482422,2340100,33.81999969482422,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.031223149737959477,0.0,0.0,-0.31851010542256397,0.0,1,1,0
12,2010-01-12,33.75,33.060001373291016,33.639999389648445,33.59000015258789,2906400,33.59000015258789,URBN,Urban Outfitters,consumer_discretionary,-0.0068006961653381826,-0.05539935727288203,0.0,0.24199820520490567,-0.26580104077199007,0.0,0,1,0
13,2010-01-13,34.27000045776367,33.650001525878906,33.709999084472656,34.15999984741211,1550900,34.15999984741211,URBN,Urban Outfitters,consumer_discretionary,0.01696932694953568,-0.03174600256908189,0.0,-0.46638453069088903,-0.529260001214108,0.0,1,1,0
14,2010-01-14,34.27000045776367,33.290000915527344,33.90999984741211,33.779998779296875,2544800,33.779998779296875,URBN,Urban Outfitters,consumer_discretionary,-0.011124153097559875,-0.008802905975329178,0.0,0.6408536978528596,-0.56534066647309,0.0,0,1,0
15,2010-01-15,34.09999847412109,32.380001068115234,33.509998321533196,32.450000762939446,3982400,32.450000762939446,URBN,Urban Outfitters,consumer_discretionary,-0.039372352410283695,-0.04586879257815335,0.0,0.5649166928638794,0.35212032730112375,0.0,0,1,0
16,2010-01-16,32.90999984741211,32.470001220703125,32.61999893188477,32.720001220703125,2651300,32.720001220703125,URBN,Urban Outfitters,consumer_discretionary,0.008320506977369302,-0.0325250882332041,0.0,-0.3342456809963841,0.13298576983889587,0.0,1,1,0
17,2010-01-17,32.90999984741211,32.470001220703125,32.61999893188477,32.720001220703125,2651300,32.720001220703125,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.0325250882332041,0.0,0.0,0.13298576983889587,0.0,1,1,0
18,2010-01-18,32.90999984741211,32.470001220703125,32.61999893188477,32.720001220703125,2651300,32.720001220703125,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.0325250882332041,0.0,0.0,0.13298576983889587,0.0,1,1,0
19,2010-01-19,32.90999984741211,32.470001220703125,32.61999893188477,32.720001220703125,2651300,32.720001220703125,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.025900533728272057,0.0,0.0,-0.08777181392788325,0.0,1,1,0
20,2010-01-20,32.5,31.270000457763672,32.34999847412109,31.6200008392334,3220900,31.6200008392334,URBN,Urban Outfitters,consumer_discretionary,-0.03361859231147324,-0.07435594319451189,0.0,0.21483800399803865,1.0767941195434907,0.0,0,1,0
21,2010-01-21,32.11999893188477,31.209999084472656,31.71999931335449,31.45000076293945,3242600,31.45000076293945,URBN,Urban Outfitters,consumer_discretionary,-0.005376346356165018,-0.06897566905139851,0.0,0.00673724735322434,0.2742062244577177,0.0,0,1,0
22,2010-01-22,31.81999969482422,30.96999931335449,31.790000915527344,31.04999923706055,4389800,31.04999923706055,URBN,Urban Outfitters,consumer_discretionary,-0.012718649162967832,-0.04314334338869452,0.0,0.35379016838339594,0.10230012053033355,0.0,0,1,0
23,2010-01-23,31.420000076293945,30.85000038146973,31.07999992370605,31.1200008392334,3841500,31.1200008392334,URBN,Urban Outfitters,consumer_discretionary,0.0022544799965500406,-0.04889976533550211,0.0,-0.12490318465533734,0.44891185456191307,0.0,1,1,0
24,2010-01-24,31.420000076293945,30.85000038146973,31.07999992370605,31.1200008392334,3841500,31.1200008392334,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.04889976533550211,0.0,0.0,0.44891185456191307,0.0,1,1,0
25,2010-01-25,31.420000076293945,30.85000038146973,31.07999992370605,31.1200008392334,3841500,31.1200008392334,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.04889976533550211,0.0,0.0,0.44891185456191307,0.0,1,1,0
26,2010-01-26,31.60000038146973,31.0,31.01000022888184,31.3799991607666,2998800,31.3799991607666,URBN,Urban Outfitters,consumer_discretionary,0.008354701623446648,-0.04095360666089021,0.0,-0.21936743459586094,0.1310677780711349,0.0,1,1,0
27,2010-01-27,31.70000076293945,31.01000022888184,31.21999931335449,31.540000915527344,1912100,31.540000915527344,URBN,Urban Outfitters,consumer_discretionary,0.005098845093685966,-0.0025300417957861976,0.0,-0.36237828464719224,-0.4063460523456177,0.0,1,1,0
28,2010-01-28,31.649999618530273,30.11000061035156,31.540000915527344,30.520000457763672,3705400,30.520000457763672,URBN,Urban Outfitters,consumer_discretionary,-0.03233989943422988,-0.0295707562039772,0.0,0.9378693582971602,0.14272497378646776,0.0,0,1,0
29,2010-01-29,32.84000015258789,31.1200008392334,31.540000915527344,31.56999969482422,5132100,31.56999969482422,URBN,Urban Outfitters,consumer_discretionary,0.034403644210740714,0.016747197118865298,0.0,0.38503265504398976,0.1690965419836894,0.0,1,1,1
30,2010-01-30,32.540000915527344,32.049999237060554,32.389999389648445,32.490001678466804,3528800,32.490001678466804,URBN,Urban Outfitters,consumer_discretionary,0.029141653232052978,0.04402316202723955,-0.07144898199700644,-0.3124062274702364,-0.0814004945984641,1.4608089260808925,1,0,1
31,2010-01-31,32.540000915527344,32.049999237060554,32.389999389648445,32.490001678466804,3528800,32.490001678466804,URBN,Urban Outfitters,consumer_discretionary,0.0,0.04402316202723955,-0.0693210592816631,0.0,-0.0814004945984641,0.027666142466072463,1,0,1
32,2010-02-01,32.540000915527344,32.049999237060554,32.389999389648445,32.490001678466804,3528800,32.490001678466804,URBN,Urban Outfitters,consumer_discretionary,0.0,0.04402316202723955,-0.0693210592816631,0.0,-0.0814004945984641,0.027666142466072463,1,0,1
33,2010-02-02,32.90999984741211,32.279998779296875,32.470001220703125,32.669998168945305,2744900,32.669998168945305,URBN,Urban Outfitters,consumer_discretionary,0.005540057900267792,0.041108956108308226,-0.06416504406352375,-0.22214350487417822,-0.08466720021341867,-0.2006232162618673,1,0,1
34,2010-02-03,32.580001831054695,31.78000068664551,32.400001525878906,31.989999771118164,3381300,31.989999771118164,URBN,Urban Outfitters,consumer_discretionary,-0.0208141547578512,0.014267560004073587,-0.08364365766419235,0.2318481547597362,0.7683698551330997,-0.015289183994408484,0,0,1
35,2010-02-04,31.18000030517578,30.479999542236328,31.020000457763672,30.85000038146973,4919400,30.85000038146973,URBN,Urban Outfitters,consumer_discretionary,-0.03563611746811168,0.010812579251522125,-0.13245221625213288,0.45488421612989094,0.3276299454849678,0.24271206992371042,0,0,1
36,2010-02-05,31.290000915527344,30.6299991607666,31.13999938964844,30.82999992370605,34530300,30.82999992370605,URBN,Urban Outfitters,consumer_discretionary,-0.0006483130475322119,-0.023439967636093684,-0.12613375877445288,6.019209659714599,5.7282983573975566,9.480877800036422,0,0,0
37,2010-02-06,31.36000061035156,30.520000457763672,30.71999931335449,30.90999984741211,5235000,30.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.002594872653390645,-0.04863040164451149,-0.09301648513275562,-0.8483940191657762,0.48350714123781446,-0.10584658479512188,1,0,0
38,2010-02-07,31.36000061035156,30.520000457763672,30.71999931335449,30.90999984741211,5235000,30.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.04863040164451149,-0.09114962149699213,0.0,0.48350714123781446,0.7774080738804197,1,0,0
39,2010-02-08,31.36000061035156,30.520000457763672,30.71999931335449,30.90999984741211,5235000,30.90999984741211,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.04863040164451149,-0.08604375735276704,0.0,0.48350714123781446,1.2370838853040467,1,0,0
40,2010-02-09,31.96999931335449,31.059999465942386,31.3700008392334,31.85000038146973,4497400,31.85000038146973,URBN,Urban Outfitters,consumer_discretionary,0.030410887696472155,-0.025099413328251385,-0.058249536698132376,-0.14089780324737344,0.6384567743815803,0.9218836801846075,1,0,0
41,2010-02-10,31.85000038146973,31.11000061035156,31.729999542236328,31.38999938964844,2570800,31.38999938964844,URBN,Urban Outfitters,consumer_discretionary,-0.014442731124390096,-0.018755873265476786,-0.07185098542587098,-0.4283808422644194,-0.23970070682873446,0.0985855305328831,0,0,0
42,2010-02-11,31.489999771118164,30.790000915527344,31.20000076293945,31.13999938964844,3283800,31.13999938964844,URBN,Urban Outfitters,consumer_discretionary,-0.007964320001944358,0.009400291883072454,-0.07293839689818205,0.27734557336237753,-0.3324795706793512,0.12985136251032214,0,0,1
43,2010-02-12,31.0,30.54999923706055,30.809999465942386,30.84000015258789,3346300,30.84000015258789,URBN,Urban Outfitters,consumer_discretionary,-0.009633887056538448,0.00032436681500436215,-0.09718968705076658,0.019032827821426457,-0.9030909085643624,1.1576503965439424,0,0,1
44,2010-02-13,31.26000022888184,30.770000457763672,30.959999084472656,31.20000076293945,2569200,31.20000076293945,URBN,Urban Outfitters,consumer_discretionary,0.011673171484123612,0.0093821066631814,-0.07637649821167714,-0.23222663837671453,-0.5092263610315186,0.009588179817667353,1,0,1
45,2010-02-14,31.26000022888184,30.770000457763672,30.959999084472656,31.20000076293945,2569200,31.20000076293945,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0093821066631814,-0.03852080032699412,0.0,-0.5092263610315186,-0.35486139011651263,1,0,1
46,2010-02-15,31.26000022888184,30.770000457763672,30.959999084472656,31.20000076293945,2569200,31.20000076293945,URBN,Urban Outfitters,consumer_discretionary,0.0,0.0093821066631814,-0.046454779983379546,0.0,-0.5092263610315186,-0.03096594123637464,1,0,1
47,2010-02-16,31.26000022888184,30.770000457763672,30.959999084472656,31.20000076293945,2569200,31.20000076293945,URBN,Urban Outfitters,consumer_discretionary,0.0,-0.020408151043805,-0.046454779983379546,0.0,-0.4287366033708365,-0.03096594123637464,1,0,0
48,2010-02-17,31.56999969482422,31.270000457763672,31.32999992370605,31.559999465942386,2128600,31.559999465942386,URBN,Urban Outfitters,consumer_discretionary,0.011538419685891643,0.005415740031839755,-0.035452375045351925,-0.17149307177331463,-0.17200871324101452,-0.19714856862671137,1,0,1
49,2010-02-18,32.130001068115234,31.36000061035156,31.68000030517578,32.09999847412109,2647700,32.09999847412109,URBN,Urban Outfitters,consumer_discretionary,0.017110235022704368,0.03082848758153056,-0.018948738491786465,0.2438692098092643,-0.19370850843534926,-0.0013578244634707692,1,0,1
